13393	Sinaloa Cartel - Los Chavez Matamoros faction - Sinaloa Cartel - Los Salgueiro faction
13394	Los Ardillos - Los Rojos
13408	Sinaloa Cartel - Tijuana Cartel
13735	Sinaloa Cartel - Los Memos faction - Sinaloa Cartel - Los Salazar faction
13737	Jalisco Cartel New Generation - Sinaloa Cartel
13738	Sinaloa Cartel - Forces of Damaso
13739	Sinaloa Cartel - El Pepillo faction - Sinaloa Cartel - Los 28 faction
13810	Los Zetas - Jorge Ivan Hernandez Cantu faction - Los Zetas - Juan Pedro Salvador Saldivar Farias faction
13940	Jalisco Cartel New Generation - La Nueva Familia
14456	Jalisco Cartel New Generation - Nueva Plaza Cartel
14516	Fuerza Anti Unión  - La Union de Tepito
14532	Jalisco Cartel New Generation - Santa Rosa de Lima Cartel
14606	Los Aztecas - La Linea
14674	Jalisco Cartel New Generation - La Familia
14835	Jalisco Cartel New Generation - Los Rojos
14939	Cartel Independiente de Acapulco - Jalisco Cartel New Generation
